name,kind,area,status,return_or_variable_type,parameters
slix_is_counter_increment_protected,Function,Other libraries and assets,not_bridged,_Bool,const SlixData*
slix_is_equal,Function,Other libraries and assets,not_bridged,_Bool,"const SlixData*, const SlixData*"
slix_is_privacy_mode,Function,Other libraries and assets,not_bridged,_Bool,const SlixData*
slix_load,Function,Other libraries and assets,not_bridged,_Bool,"SlixData*, FlipperFormat*, uint32_t"
slix_poller_get_nxp_system_info,Function,Other libraries and assets,not_bridged,SlixError,"SlixPoller*, SlixSystemInfo*"
slix_poller_get_random_number,Function,Other libraries and assets,not_bridged,SlixError,"SlixPoller*, SlixRandomNumber*"
slix_poller_read_signature,Function,Other libraries and assets,not_bridged,SlixError,"SlixPoller*, SlixSignature*"
slix_poller_send_frame,Function,Other libraries and assets,not_bridged,SlixError,"SlixPoller*, const BitBuffer*, BitBuffer*, uint32_t"
slix_poller_set_password,Function,Other libraries and assets,not_bridged,SlixError,"SlixPoller*, SlixPasswordType, SlixPassword, SlixRandomNumber"
slix_reset,Function,Other libraries and assets,not_bridged,void,SlixData*
slix_save,Function,Other libraries and assets,not_bridged,_Bool,"const SlixData*, FlipperFormat*"
slix_set_uid,Function,Other libraries and assets,not_bridged,_Bool,"SlixData*, const uint8_t*, size_t"
slix_type_has_features,Function,Other libraries and assets,not_bridged,_Bool,"SlixType, SlixTypeFeatures"
slix_type_supports_password,Function,Other libraries and assets,not_bridged,_Bool,"SlixType, SlixPasswordType"
slix_verify,Function,Other libraries and assets,not_bridged,_Bool,"SlixData*, const FuriString*"
snprintf,Function,Other libraries and assets,native_export_needs_arm_bridge,int,"char*, size_t, const char*, ..."
srand,Function,Other libraries and assets,native_export_needs_arm_bridge,void,unsigned
sscanf,Function,Other libraries and assets,native_export_needs_arm_bridge,int,"const char*, const char*, ..."
st25r3916_change_reg_bits,Function,Other libraries and assets,not_bridged,void,"const FuriHalSpiBusHandle*, uint8_t, uint8_t, uint8_t"
st25r3916_change_test_reg_bits,Function,Other libraries and assets,not_bridged,void,"const FuriHalSpiBusHandle*, uint8_t, uint8_t, uint8_t"
st25r3916_check_reg,Function,Other libraries and assets,not_bridged,_Bool,"const FuriHalSpiBusHandle*, uint8_t, uint8_t, uint8_t"
st25r3916_clear_reg_bits,Function,Other libraries and assets,not_bridged,void,"const FuriHalSpiBusHandle*, uint8_t, uint8_t"
st25r3916_direct_cmd,Function,Other libraries and assets,not_bridged,void,"const FuriHalSpiBusHandle*, uint8_t"
st25r3916_get_irq,Function,Other libraries and assets,not_bridged,uint32_t,const FuriHalSpiBusHandle*
st25r3916_mask_irq,Function,Other libraries and assets,not_bridged,void,"const FuriHalSpiBusHandle*, uint32_t"
st25r3916_modify_reg,Function,Other libraries and assets,not_bridged,void,"const FuriHalSpiBusHandle*, uint8_t, uint8_t, uint8_t"
st25r3916_read_burst_regs,Function,Other libraries and assets,not_bridged,void,"const FuriHalSpiBusHandle*, uint8_t, uint8_t*, uint8_t"
st25r3916_read_fifo,Function,Other libraries and assets,not_bridged,_Bool,"const FuriHalSpiBusHandle*, uint8_t*, size_t, size_t*"
st25r3916_read_pta_mem,Function,Other libraries and assets,not_bridged,void,"const FuriHalSpiBusHandle*, uint8_t*, size_t"
st25r3916_read_reg,Function,Other libraries and assets,not_bridged,void,"const FuriHalSpiBusHandle*, uint8_t, uint8_t*"
st25r3916_read_test_reg,Function,Other libraries and assets,not_bridged,void,"const FuriHalSpiBusHandle*, uint8_t, uint8_t*"
st25r3916_reg_read_fifo,Function,Other libraries and assets,not_bridged,void,"const FuriHalSpiBusHandle*, uint8_t*, size_t"
st25r3916_reg_write_fifo,Function,Other libraries and assets,not_bridged,void,"const FuriHalSpiBusHandle*, const uint8_t*, size_t"
st25r3916_set_reg_bits,Function,Other libraries and assets,not_bridged,void,"const FuriHalSpiBusHandle*, uint8_t, uint8_t"
st25r3916_write_burst_regs,Function,Other libraries and assets,not_bridged,void,"const FuriHalSpiBusHandle*, uint8_t, const uint8_t*, uint8_t"
st25r3916_write_fifo,Function,Other libraries and assets,not_bridged,void,"const FuriHalSpiBusHandle*, const uint8_t*, size_t"
st25r3916_write_pta_mem,Function,Other libraries and assets,not_bridged,void,"const FuriHalSpiBusHandle*, const uint8_t*, size_t"
st25r3916_write_ptf_mem,Function,Other libraries and assets,not_bridged,void,"const FuriHalSpiBusHandle*, const uint8_t*, size_t"
st25r3916_write_pttsn_mem,Function,Other libraries and assets,not_bridged,void,"const FuriHalSpiBusHandle*, uint8_t*, size_t"
st25r3916_write_reg,Function,Other libraries and assets,not_bridged,void,"const FuriHalSpiBusHandle*, uint8_t, uint8_t"
st25r3916_write_test_reg,Function,Other libraries and assets,not_bridged,void,"const FuriHalSpiBusHandle*, uint8_t, uint8_t"
st25tb_alloc,Function,Other libraries and assets,not_bridged,St25tbData*,
st25tb_copy,Function,Other libraries and assets,not_bridged,void,"St25tbData*, const St25tbData*"
st25tb_free,Function,Other libraries and assets,not_bridged,void,St25tbData*
st25tb_get_base_data,Function,Other libraries and assets,not_bridged,St25tbData*,const St25tbData*
st25tb_get_block_count,Function,Other libraries and assets,not_bridged,uint8_t,St25tbType
st25tb_get_device_name,Function,Other libraries and assets,not_bridged,const char*,"const St25tbData*, NfcDeviceNameType"
st25tb_get_type_from_uid,Function,Other libraries and assets,not_bridged,St25tbType,const uint8_t*
st25tb_get_uid,Function,Other libraries and assets,not_bridged,const uint8_t*,"const St25tbData*, size_t*"
st25tb_is_equal,Function,Other libraries and assets,not_bridged,_Bool,"const St25tbData*, const St25tbData*"
st25tb_load,Function,Other libraries and assets,not_bridged,_Bool,"St25tbData*, FlipperFormat*, uint32_t"
st25tb_poller_get_uid,Function,Other libraries and assets,not_bridged,St25tbError,"St25tbPoller*, uint8_t*"
st25tb_poller_halt,Function,Other libraries and assets,not_bridged,St25tbError,St25tbPoller*
st25tb_poller_initiate,Function,Other libraries and assets,not_bridged,St25tbError,"St25tbPoller*, uint8_t*"
st25tb_poller_read_block,Function,Other libraries and assets,not_bridged,St25tbError,"St25tbPoller*, uint32_t*, uint8_t"
st25tb_poller_select,Function,Other libraries and assets,not_bridged,St25tbError,"St25tbPoller*, uint8_t*"
st25tb_poller_send_frame,Function,Other libraries and assets,not_bridged,St25tbError,"St25tbPoller*, const BitBuffer*, BitBuffer*, uint32_t"
st25tb_poller_sync_detect_type,Function,Other libraries and assets,not_bridged,St25tbError,"Nfc*, St25tbType*"
st25tb_poller_sync_read,Function,Other libraries and assets,not_bridged,St25tbError,"Nfc*, St25tbData*"
st25tb_poller_sync_read_block,Function,Other libraries and assets,not_bridged,St25tbError,"Nfc*, uint8_t, uint32_t*"
st25tb_poller_sync_write_block,Function,Other libraries and assets,not_bridged,St25tbError,"Nfc*, uint8_t, uint32_t"
st25tb_poller_write_block,Function,Other libraries and assets,not_bridged,St25tbError,"St25tbPoller*, uint32_t, uint8_t"
st25tb_reset,Function,Other libraries and assets,not_bridged,void,St25tbData*
st25tb_save,Function,Other libraries and assets,not_bridged,_Bool,"const St25tbData*, FlipperFormat*"
st25tb_set_uid,Function,Other libraries and assets,not_bridged,_Bool,"St25tbData*, const uint8_t*, size_t"
st25tb_verify,Function,Other libraries and assets,not_bridged,_Bool,"St25tbData*, const FuriString*"
storage_common_copy,Function,Storage,native_export_needs_arm_bridge,FS_Error,"Storage*, const char*, const char*"
storage_common_equivalent_path,Function,Storage,not_bridged,_Bool,"Storage*, const char*, const char*"
storage_common_exists,Function,Storage,native_export_needs_arm_bridge,_Bool,"Storage*, const char*"
storage_common_fs_info,Function,Storage,not_bridged,FS_Error,"Storage*, const char*, uint64_t*, uint64_t*"
storage_common_is_subdir,Function,Storage,not_bridged,_Bool,"Storage*, const char*, const char*"
storage_common_merge,Function,Storage,not_bridged,FS_Error,"Storage*, const char*, const char*"
storage_common_migrate,Function,Storage,native_export_needs_arm_bridge,FS_Error,"Storage*, const char*, const char*"
storage_common_mkdir,Function,Storage,native_export_needs_arm_bridge,FS_Error,"Storage*, const char*"
storage_common_remove,Function,Storage,native_export_needs_arm_bridge,FS_Error,"Storage*, const char*"
storage_common_rename,Function,Storage,native_export_needs_arm_bridge,FS_Error,"Storage*, const char*, const char*"
storage_common_resolve_path_and_ensure_app_directory,Function,Storage,not_bridged,void,"Storage*, FuriString*"
storage_common_stat,Function,Storage,native_export_needs_arm_bridge,FS_Error,"Storage*, const char*, FileInfo*"
storage_common_timestamp,Function,Storage,not_bridged,FS_Error,"Storage*, const char*, uint32_t*"
storage_dir_close,Function,Storage,native_export_needs_arm_bridge,_Bool,File*
storage_dir_exists,Function,Storage,native_export_needs_arm_bridge,_Bool,"Storage*, const char*"
storage_dir_open,Function,Storage,native_export_needs_arm_bridge,_Bool,"File*, const char*"
storage_dir_read,Function,Storage,native_export_needs_arm_bridge,_Bool,"File*, FileInfo*, char*, uint16_t"
storage_error_get_desc,Function,Storage,not_bridged,const char*,FS_Error
storage_file_alloc,Function,Storage,native_export_needs_arm_bridge,File*,Storage*
storage_file_close,Function,Storage,native_export_needs_arm_bridge,_Bool,File*
storage_file_copy_to_file,Function,Storage,not_bridged,_Bool,"File*, File*, size_t"
storage_file_eof,Function,Storage,not_bridged,_Bool,File*
storage_file_exists,Function,Storage,native_export_needs_arm_bridge,_Bool,"Storage*, const char*"
storage_file_free,Function,Storage,native_export_needs_arm_bridge,void,File*
storage_file_get_error,Function,Storage,native_export_needs_arm_bridge,FS_Error,File*
storage_file_get_error_desc,Function,Storage,native_export_needs_arm_bridge,const char*,File*
storage_file_is_dir,Function,Storage,not_bridged,_Bool,File*
storage_file_is_open,Function,Storage,not_bridged,_Bool,File*
storage_file_open,Function,Storage,native_export_needs_arm_bridge,_Bool,"File*, const char*, FS_AccessMode, FS_OpenMode"
storage_file_read,Function,Storage,native_export_needs_arm_bridge,size_t,"File*, void*, size_t"
storage_file_seek,Function,Storage,native_export_needs_arm_bridge,_Bool,"File*, uint32_t, _Bool"
storage_file_size,Function,Storage,native_export_needs_arm_bridge,uint64_t,File*
storage_file_sync,Function,Storage,not_bridged,_Bool,File*
storage_file_tell,Function,Storage,native_export_needs_arm_bridge,uint64_t,File*
storage_file_truncate,Function,Storage,not_bridged,_Bool,File*
storage_file_write,Function,Storage,native_export_needs_arm_bridge,size_t,"File*, const void*, size_t"
storage_get_next_filename,Function,Storage,not_bridged,void,"Storage*, const char*, const char*, const char*, FuriString*, uint8_t"
storage_get_pubsub,Function,Storage,not_bridged,FuriPubSub*,Storage*
storage_int_backup,Function,Storage,not_bridged,FS_Error,"Storage*, const char*"
storage_int_restore,Function,Storage,not_bridged,FS_Error,"Storage*, const char*, StorageNameConverter"
storage_sd_format,Function,Storage,not_bridged,FS_Error,Storage*
storage_sd_info,Function,Storage,not_bridged,FS_Error,"Storage*, SDInfo*"
storage_sd_mount,Function,Storage,not_bridged,FS_Error,Storage*
storage_sd_status,Function,Storage,native_export_needs_arm_bridge,FS_Error,Storage*
storage_sd_unmount,Function,Storage,not_bridged,FS_Error,Storage*
storage_simply_mkdir,Function,Storage,native_export_needs_arm_bridge,_Bool,"Storage*, const char*"
storage_simply_remove,Function,Storage,native_export_needs_arm_bridge,_Bool,"Storage*, const char*"
storage_simply_remove_recursive,Function,Storage,native_export_needs_arm_bridge,_Bool,"Storage*, const char*"
str_buffer_clear_all_clones,Function,Other libraries and assets,not_bridged,void,StrBuffer*
str_buffer_make_owned_clone,Function,Other libraries and assets,not_bridged,const char*,"StrBuffer*, const char*"
strcasecmp,Function,Other libraries and assets,native_export_needs_arm_bridge,int,"const char*, const char*"
strcasestr,Function,Other libraries and assets,not_bridged,char*,"const char*, const char*"
strchr,Function,Other libraries and assets,native_export_needs_arm_bridge,char*,"const char*, int"
strcmp,Function,Other libraries and assets,bridged_subset,int,"const char*, const char*"
strcpy,Function,Other libraries and assets,native_export_needs_arm_bridge,char*,"char*, const char*"
strcspn,Function,Other libraries and assets,not_bridged,size_t,"const char*, const char*"
strdup,Function,Other libraries and assets,native_export_needs_arm_bridge,char*,const char*
stream_clean,Function,Storage,native_export_needs_arm_bridge,void,Stream*
stream_copy,Function,Storage,native_export_needs_arm_bridge,size_t,"Stream*, Stream*, size_t"
stream_copy_full,Function,Storage,not_bridged,size_t,"Stream*, Stream*"
stream_delete,Function,Storage,native_export_needs_arm_bridge,_Bool,"Stream*, size_t"
stream_delete_and_insert,Function,Storage,not_bridged,_Bool,"Stream*, size_t, StreamWriteCB, const void*"
stream_delete_and_insert_char,Function,Storage,not_bridged,_Bool,"Stream*, size_t, char"
stream_delete_and_insert_cstring,Function,Storage,not_bridged,_Bool,"Stream*, size_t, const char*"
stream_delete_and_insert_format,Function,Storage,not_bridged,_Bool,"Stream*, size_t, const char*, ..."
stream_delete_and_insert_string,Function,Storage,not_bridged,_Bool,"Stream*, size_t, FuriString*"
stream_delete_and_insert_vaformat,Function,Storage,not_bridged,_Bool,"Stream*, size_t, const char*, va_list"
stream_dump_data,Function,Storage,not_bridged,void,Stream*
stream_eof,Function,Storage,native_export_needs_arm_bridge,_Bool,Stream*
stream_free,Function,Storage,native_export_needs_arm_bridge,void,Stream*
stream_insert,Function,Storage,native_export_needs_arm_bridge,_Bool,"Stream*, const uint8_t*, size_t"
stream_insert_char,Function,Storage,not_bridged,_Bool,"Stream*, char"
stream_insert_cstring,Function,Storage,not_bridged,_Bool,"Stream*, const char*"
stream_insert_format,Function,Storage,not_bridged,_Bool,"Stream*, const char*, ..."
stream_insert_string,Function,Storage,not_bridged,_Bool,"Stream*, FuriString*"
stream_insert_vaformat,Function,Storage,not_bridged,_Bool,"Stream*, const char*, va_list"
stream_load_from_file,Function,Storage,not_bridged,size_t,"Stream*, Storage*, const char*"
stream_read,Function,Storage,native_export_needs_arm_bridge,size_t,"Stream*, uint8_t*, size_t"
stream_read_line,Function,Storage,native_export_needs_arm_bridge,_Bool,"Stream*, FuriString*"
stream_rewind,Function,Storage,native_export_needs_arm_bridge,_Bool,Stream*
stream_save_to_file,Function,Storage,not_bridged,size_t,"Stream*, Storage*, const char*, FS_OpenMode"
stream_seek,Function,Storage,native_export_needs_arm_bridge,_Bool,"Stream*, int32_t, StreamOffset"
stream_seek_to_char,Function,Storage,native_export_needs_arm_bridge,_Bool,"Stream*, char, StreamDirection"
stream_size,Function,Storage,native_export_needs_arm_bridge,size_t,Stream*
stream_split,Function,Storage,not_bridged,_Bool,"Stream*, Stream*, Stream*"
stream_tell,Function,Storage,native_export_needs_arm_bridge,size_t,Stream*
stream_write,Function,Storage,native_export_needs_arm_bridge,size_t,"Stream*, const uint8_t*, size_t"
stream_write_char,Function,Storage,native_export_needs_arm_bridge,size_t,"Stream*, char"
stream_write_cstring,Function,Storage,not_bridged,size_t,"Stream*, const char*"
stream_write_format,Function,Storage,not_bridged,size_t,"Stream*, const char*, ..."
stream_write_string,Function,Storage,not_bridged,size_t,"Stream*, FuriString*"
stream_write_vaformat,Function,Storage,not_bridged,size_t,"Stream*, const char*, va_list"
string_stream_alloc,Function,Other libraries and assets,not_bridged,Stream*,
strint_to_int16,Function,Other libraries and assets,not_bridged,StrintParseError,"const char*, char**, int16_t*, uint8_t"
strint_to_int32,Function,Other libraries and assets,not_bridged,StrintParseError,"const char*, char**, int32_t*, uint8_t"
strint_to_int64,Function,Other libraries and assets,not_bridged,StrintParseError,"const char*, char**, int64_t*, uint8_t"
strint_to_uint16,Function,Other libraries and assets,not_bridged,StrintParseError,"const char*, char**, uint16_t*, uint8_t"
strint_to_uint32,Function,Other libraries and assets,native_export_needs_arm_bridge,StrintParseError,"const char*, char**, uint32_t*, uint8_t"
strint_to_uint64,Function,Other libraries and assets,not_bridged,StrintParseError,"const char*, char**, uint64_t*, uint8_t"
strlcat,Function,Other libraries and assets,bridged_subset,size_t,"char*, const char*, size_t"
strlcpy,Function,Other libraries and assets,bridged_subset,size_t,"char*, const char*, size_t"
strlen,Function,Other libraries and assets,bridged_subset,size_t,const char*
strncasecmp,Function,Other libraries and assets,native_export_needs_arm_bridge,int,"const char*, const char*, size_t"
strncmp,Function,Other libraries and assets,native_export_needs_arm_bridge,int,"const char*, const char*, size_t"
strncpy,Function,Other libraries and assets,native_export_needs_arm_bridge,char*,"char*, const char*, size_t"
strrchr,Function,Other libraries and assets,native_export_needs_arm_bridge,char*,"const char*, int"
strspn,Function,Other libraries and assets,not_bridged,size_t,"const char*, const char*"
strstr,Function,Other libraries and assets,native_export_needs_arm_bridge,char*,"const char*, const char*"
strtod,Function,Other libraries and assets,not_bridged,double,"const char*, char**"
strtof,Function,Other libraries and assets,native_export_needs_arm_bridge,float,"const char*, char**"
strtol,Function,Other libraries and assets,native_export_needs_arm_bridge,long,"const char*, char**, int"
strtoul,Function,Other libraries and assets,native_export_needs_arm_bridge,unsigned long,"const char*, char**, int"
strtoull,Function,Other libraries and assets,native_export_needs_arm_bridge,unsigned long long,"const char*, char**, int"
subghz_block_generic_deserialize,Function,Sub-GHz,native_export_needs_arm_bridge,SubGhzProtocolStatus,"SubGhzBlockGeneric*, FlipperFormat*"
subghz_block_generic_deserialize_check_count_bit,Function,Sub-GHz,native_export_needs_arm_bridge,SubGhzProtocolStatus,"SubGhzBlockGeneric*, FlipperFormat*, uint16_t"
subghz_block_generic_get_preset_name,Function,Sub-GHz,not_bridged,void,"const char*, FuriString*"
subghz_block_generic_serialize,Function,Sub-GHz,native_export_needs_arm_bridge,SubGhzProtocolStatus,"SubGhzBlockGeneric*, FlipperFormat*, SubGhzRadioPreset*"
subghz_device_cc1101_preset_2fsk_dev12khz_async_regs,Variable,Sub-GHz,not_bridged,const uint8_t[],
subghz_device_cc1101_preset_2fsk_dev2_38khz_async_regs,Variable,Sub-GHz,not_bridged,const uint8_t[],
subghz_device_cc1101_preset_2fsk_dev47_6khz_async_regs,Variable,Sub-GHz,not_bridged,const uint8_t[],
subghz_device_cc1101_preset_gfsk_9_99kb_async_regs,Variable,Sub-GHz,not_bridged,const uint8_t[],
subghz_device_cc1101_preset_msk_99_97kb_async_regs,Variable,Sub-GHz,not_bridged,const uint8_t[],
subghz_device_cc1101_preset_ook_270khz_async_regs,Variable,Sub-GHz,not_bridged,const uint8_t[],
subghz_device_cc1101_preset_ook_650khz_async_regs,Variable,Sub-GHz,not_bridged,const uint8_t[],
subghz_devices_begin,Function,Sub-GHz,native_export_needs_arm_bridge,_Bool,const SubGhzDevice*
subghz_devices_deinit,Function,Sub-GHz,native_export_needs_arm_bridge,void,
subghz_devices_end,Function,Sub-GHz,native_export_needs_arm_bridge,void,const SubGhzDevice*
subghz_devices_flush_rx,Function,Sub-GHz,native_export_needs_arm_bridge,void,const SubGhzDevice*
subghz_devices_flush_tx,Function,Sub-GHz,not_bridged,void,const SubGhzDevice*
subghz_devices_get_by_name,Function,Sub-GHz,native_export_needs_arm_bridge,const SubGhzDevice*,const char*
subghz_devices_get_data_gpio,Function,Sub-GHz,not_bridged,const GpioPin*,const SubGhzDevice*
subghz_devices_get_lqi,Function,Sub-GHz,not_bridged,uint8_t,const SubGhzDevice*
subghz_devices_get_name,Function,Sub-GHz,not_bridged,const char*,const SubGhzDevice*
subghz_devices_get_rssi,Function,Sub-GHz,native_export_needs_arm_bridge,float,const SubGhzDevice*
subghz_devices_idle,Function,Sub-GHz,native_export_needs_arm_bridge,void,const SubGhzDevice*
subghz_devices_init,Function,Sub-GHz,native_export_needs_arm_bridge,void,
subghz_devices_is_async_complete_tx,Function,Sub-GHz,not_bridged,_Bool,const SubGhzDevice*
subghz_devices_is_connect,Function,Sub-GHz,native_export_needs_arm_bridge,_Bool,const SubGhzDevice*
subghz_devices_is_frequency_valid,Function,Sub-GHz,native_export_needs_arm_bridge,_Bool,"const SubGhzDevice*, uint32_t"
subghz_devices_is_rx_data_crc_valid,Function,Sub-GHz,not_bridged,_Bool,const SubGhzDevice*
subghz_devices_load_preset,Function,Sub-GHz,native_export_needs_arm_bridge,void,"const SubGhzDevice*, FuriHalSubGhzPreset, uint8_t*"
subghz_devices_read_packet,Function,Sub-GHz,not_bridged,void,"const SubGhzDevice*, uint8_t*, uint8_t*"
subghz_devices_reset,Function,Sub-GHz,native_export_needs_arm_bridge,void,const SubGhzDevice*
subghz_devices_rx_pipe_not_empty,Function,Sub-GHz,not_bridged,_Bool,const SubGhzDevice*
subghz_devices_set_async_mirror_pin,Function,Sub-GHz,not_bridged,void,"const SubGhzDevice*, const GpioPin*"
subghz_devices_set_frequency,Function,Sub-GHz,native_export_needs_arm_bridge,uint32_t,"const SubGhzDevice*, uint32_t"
subghz_devices_set_rx,Function,Sub-GHz,native_export_needs_arm_bridge,void,const SubGhzDevice*
subghz_devices_set_tx,Function,Sub-GHz,native_export_needs_arm_bridge,_Bool,const SubGhzDevice*
subghz_devices_sleep,Function,Sub-GHz,native_export_needs_arm_bridge,void,const SubGhzDevice*
subghz_devices_start_async_rx,Function,Sub-GHz,native_export_needs_arm_bridge,void,"const SubGhzDevice*, void*, void*"
subghz_devices_start_async_tx,Function,Sub-GHz,native_export_needs_arm_bridge,_Bool,"const SubGhzDevice*, void*, void*"
subghz_devices_stop_async_rx,Function,Sub-GHz,native_export_needs_arm_bridge,void,const SubGhzDevice*
subghz_devices_stop_async_tx,Function,Sub-GHz,native_export_needs_arm_bridge,void,const SubGhzDevice*
subghz_devices_write_packet,Function,Sub-GHz,not_bridged,void,"const SubGhzDevice*, const uint8_t*, uint8_t"
subghz_environment_alloc,Function,Sub-GHz,native_export_needs_arm_bridge,SubGhzEnvironment*,
subghz_environment_free,Function,Sub-GHz,native_export_needs_arm_bridge,void,SubGhzEnvironment*
subghz_environment_get_alutech_at_4n_rainbow_table_file_name,Function,Sub-GHz,not_bridged,const char*,SubGhzEnvironment*
subghz_environment_get_came_atomo_rainbow_table_file_name,Function,Sub-GHz,not_bridged,const char*,SubGhzEnvironment*
subghz_environment_get_keystore,Function,Sub-GHz,native_export_needs_arm_bridge,SubGhzKeystore*,SubGhzEnvironment*
subghz_environment_get_nice_flor_s_rainbow_table_file_name,Function,Sub-GHz,not_bridged,const char*,SubGhzEnvironment*
subghz_environment_get_protocol_name_registry,Function,Sub-GHz,native_export_needs_arm_bridge,const char*,"SubGhzEnvironment*, size_t"
subghz_environment_get_protocol_registry,Function,Sub-GHz,not_bridged,const SubGhzProtocolRegistry*,SubGhzEnvironment*
subghz_environment_load_keystore,Function,Sub-GHz,native_export_needs_arm_bridge,_Bool,"SubGhzEnvironment*, const char*"
subghz_environment_set_alutech_at_4n_rainbow_table_file_name,Function,Sub-GHz,not_bridged,void,"SubGhzEnvironment*, const char*"
subghz_environment_set_came_atomo_rainbow_table_file_name,Function,Sub-GHz,not_bridged,void,"SubGhzEnvironment*, const char*"
subghz_environment_set_nice_flor_s_rainbow_table_file_name,Function,Sub-GHz,not_bridged,void,"SubGhzEnvironment*, const char*"
subghz_environment_set_protocol_registry,Function,Sub-GHz,native_export_needs_arm_bridge,void,"SubGhzEnvironment*, const SubGhzProtocolRegistry*"
subghz_file_encoder_worker_alloc,Function,Sub-GHz,not_bridged,SubGhzFileEncoderWorker*,
subghz_file_encoder_worker_callback_end,Function,Sub-GHz,not_bridged,void,"SubGhzFileEncoderWorker*, SubGhzFileEncoderWorkerCallbackEnd, void*"
subghz_file_encoder_worker_free,Function,Sub-GHz,not_bridged,void,SubGhzFileEncoderWorker*
subghz_file_encoder_worker_get_level_duration,Function,Sub-GHz,not_bridged,LevelDuration,void*
subghz_file_encoder_worker_is_running,Function,Sub-GHz,not_bridged,_Bool,SubGhzFileEncoderWorker*
subghz_file_encoder_worker_start,Function,Sub-GHz,not_bridged,_Bool,"SubGhzFileEncoderWorker*, const char*, const char*"
subghz_file_encoder_worker_stop,Function,Sub-GHz,not_bridged,void,SubGhzFileEncoderWorker*
subghz_keystore_alloc,Function,Sub-GHz,not_bridged,SubGhzKeystore*,
subghz_keystore_free,Function,Sub-GHz,not_bridged,void,SubGhzKeystore*
subghz_keystore_get_data,Function,Sub-GHz,native_export_needs_arm_bridge,SubGhzKeyArray_t*,SubGhzKeystore*
subghz_keystore_load,Function,Sub-GHz,not_bridged,_Bool,"SubGhzKeystore*, const char*"
subghz_keystore_raw_encrypted_save,Function,Sub-GHz,not_bridged,_Bool,"const char*, const char*, uint8_t*"
subghz_keystore_raw_get_data,Function,Sub-GHz,native_export_needs_arm_bridge,_Bool,"const char*, size_t, uint8_t*, size_t"
subghz_keystore_save,Function,Sub-GHz,not_bridged,_Bool,"SubGhzKeystore*, const char*, uint8_t*"
subghz_protocol_blocks_add_bit,Function,Sub-GHz,native_export_needs_arm_bridge,void,"SubGhzBlockDecoder*, uint8_t"
subghz_protocol_blocks_add_bytes,Function,Sub-GHz,native_export_needs_arm_bridge,uint8_t,"const uint8_t[], size_t"
subghz_protocol_blocks_add_to_128_bit,Function,Sub-GHz,native_export_needs_arm_bridge,void,"SubGhzBlockDecoder*, uint8_t, uint64_t*"
subghz_protocol_blocks_crc16,Function,Sub-GHz,not_bridged,uint16_t,"const uint8_t[], size_t, uint16_t, uint16_t"
subghz_protocol_blocks_crc16lsb,Function,Sub-GHz,not_bridged,uint16_t,"const uint8_t[], size_t, uint16_t, uint16_t"
subghz_protocol_blocks_crc4,Function,Sub-GHz,native_export_needs_arm_bridge,uint8_t,"const uint8_t[], size_t, uint8_t, uint8_t"
subghz_protocol_blocks_crc7,Function,Sub-GHz,not_bridged,uint8_t,"const uint8_t[], size_t, uint8_t, uint8_t"
subghz_protocol_blocks_crc8,Function,Sub-GHz,native_export_needs_arm_bridge,uint8_t,"const uint8_t[], size_t, uint8_t, uint8_t"
subghz_protocol_blocks_crc8le,Function,Sub-GHz,not_bridged,uint8_t,"const uint8_t[], size_t, uint8_t, uint8_t"
subghz_protocol_blocks_get_bit_array,Function,Sub-GHz,not_bridged,_Bool,"uint8_t[], size_t"
subghz_protocol_blocks_get_hash_data,Function,Sub-GHz,native_export_needs_arm_bridge,uint8_t,"SubGhzBlockDecoder*, size_t"
subghz_protocol_blocks_get_parity,Function,Sub-GHz,not_bridged,uint8_t,"uint64_t, uint8_t"
subghz_protocol_blocks_get_upload_from_bit_array,Function,Sub-GHz,not_bridged,size_t,"uint8_t[], size_t, LevelDuration*, size_t, uint32_t, SubGhzProtocolBlockAlignBit"
subghz_protocol_blocks_lfsr_digest16,Function,Sub-GHz,not_bridged,uint16_t,"const uint8_t[], size_t, uint16_t, uint16_t"
subghz_protocol_blocks_lfsr_digest8,Function,Sub-GHz,native_export_needs_arm_bridge,uint8_t,"const uint8_t[], size_t, uint8_t, uint8_t"
subghz_protocol_blocks_lfsr_digest8_reflect,Function,Sub-GHz,native_export_needs_arm_bridge,uint8_t,"const uint8_t[], size_t, uint8_t, uint8_t"
subghz_protocol_blocks_parity8,Function,Sub-GHz,not_bridged,uint8_t,uint8_t
subghz_protocol_blocks_parity_bytes,Function,Sub-GHz,native_export_needs_arm_bridge,uint8_t,"const uint8_t[], size_t"
subghz_protocol_blocks_reverse_key,Function,Sub-GHz,native_export_needs_arm_bridge,uint64_t,"uint64_t, uint8_t"
subghz_protocol_blocks_set_bit_array,Function,Sub-GHz,not_bridged,void,"_Bool, uint8_t[], size_t, size_t"
subghz_protocol_blocks_xor_bytes,Function,Sub-GHz,not_bridged,uint8_t,"const uint8_t[], size_t"
subghz_protocol_decoder_base_deserialize,Function,Sub-GHz,not_bridged,SubGhzProtocolStatus,"SubGhzProtocolDecoderBase*, FlipperFormat*"
subghz_protocol_decoder_base_get_hash_data,Function,Sub-GHz,native_export_needs_arm_bridge,uint8_t,SubGhzProtocolDecoderBase*
subghz_protocol_decoder_base_get_string,Function,Sub-GHz,native_export_needs_arm_bridge,_Bool,"SubGhzProtocolDecoderBase*, FuriString*"
